Itemset,Frequency
"butter, ginger",71
"butter, honey",62
"butter, mustard",130
"carrots, chicken",29
"carrots, flakes",56
"carrots, ginger",54
"carrots, honey",22
"carrots, mushrooms",96
"carrots, mustard",29
"chicken, flakes",15
"chicken, garlic",30
"chicken, ginger",9
"chicken, honey",5
"chicken, mushrooms",20
"chicken, mustard",12
"chicken, onion",124
"chicken, potatoes",20
"chicken, salt",80
"flakes, garlic",174
"flakes, ginger",46
"flakes, honey",23
"flakes, mushrooms",56
"flakes, mustard",30
"flakes, onion",294
"flakes, potatoes",42
"garlic, ginger",98
"garlic, honey",56
"garlic, mushrooms",177
"garlic, mustard",89
"garlic, potatoes",141
"ginger, honey",43
"ginger, mushrooms",34
"ginger, mustard",21
"ginger, onion",170
"ginger, potatoes",33
"honey, mushrooms",15
"honey, mustard",47
"honey, onion",78
"honey, potatoes",13
"honey, salt",127
"mushrooms, potatoes",49
"mustard, potatoes",59
"carrots, halves",26
"carrots, milk",102
"carrots, mix",42
"carrots, peas",85
"carrots, poultry",10
"carrots, soup",33
"carrots, water",332
"celery, halves",26
"celery, milk",111
"celery, mix",46
"celery, peas",77
"celery, poultry",26
"celery, soup",45
"celery, water",330
"halves, milk",30
"halves, mix",16
"halves, onions",35
"halves, peas",9
"halves, pepper",215
"halves, potatoes",25
"halves, poultry",5
"halves, salt",134
"halves, soup",38
"halves, water",60
"milk, mix",64
"milk, onions",86
"milk, peas",53
"milk, potatoes",232
"milk, poultry",12
"milk, soup",105
"milk, water",192
"mix, onions",50
"mix, peas",13
"mix, potatoes",47
"mix, poultry",8
"mix, soup",52
"onions, peas",72
"onions, poultry",9
"onions, soup",36
"peas, pepper",285
"peas, potatoes",60
"peas, poultry",4
"peas, salt",164
"peas, soup",23
"peas, water",144
"pepper, poultry",54
"potatoes, poultry",9
"potatoes, soup",63
"potatoes, water",267
"poultry, salt",37
"poultry, soup",13
"poultry, water",17
"florets, mix",8
"florets, potatoes",22
"florets, salt",84
"florets, zucchini",8
"mix, zucchini",8
"potatoes, zucchini",20
"salt, zucchini",111
"butter, halves",95
"butter, marjoram",22
"butter, onions",233
"carrots, marjoram",18
"celery, marjoram",18
"flour, halves",49
"flour, marjoram",14
"flour, onions",130
"halves, marjoram",2
"halves, stock",15
"marjoram, onions",12
"marjoram, pepper",68
"marjoram, potatoes",14
"marjoram, stock",9
"mushrooms, seasoning",49
"mushrooms, spinach",81
"mushrooms, tomatoes",110
"mushrooms, tops",3
"mushrooms, turkey",23
"mushrooms, zucchini",38
"oil, seasoning",197
"oil, spinach",240
"oil, tops",14
"oil, turkey",97
"onion, seasoning",221
"onion, spinach",226
"onion, tops",8
"onion, turkey",162
"onion, zucchini",145
"paste, seasoning",15
"paste, spinach",18
"paste, tomatoes",55
"paste, tops",1
"paste, turkey",9
"paste, zucchini",15
"pepper, seasoning",276
"pepper, spinach",291
"pepper, tops",18
"pepper, turkey",190
"seasoning, spinach",43
"seasoning, tomatoes",92
"seasoning, tops",2
"seasoning, turkey",26
"seasoning, zucchini",17
"spinach, tomatoes",83
"spinach, tops",3
"spinach, turkey",15
"spinach, zucchini",20
"tomatoes, tops",4
"tomatoes, turkey",50
"tops, turkey",1
"tops, zucchini",3
"turkey, zucchini",8
"basil, cheese",278
"basil, chunks",19
"basil, crumbs",37
"basil, pasta",112
"basil, pepper",490
"basil, soup",19
"basil, vegetables",11
"butter, cheese",888
"butter, chunks",64
"butter, crumbs",181
"butter, pasta",154
"butter, vegetables",13
"cheese, chunks",45
"cheese, crumbs",279
"cheese, oil",1045
"cheese, pasta",351
"cheese, vegetables",19
"chunks, crumbs",12
"chunks, parsley",28
"chunks, pasta",10
"chunks, soup",16
"chunks, vegetables",2
"crumbs, oil",250
"crumbs, onion",226
"crumbs, parsley",129
"crumbs, pasta",28
"crumbs, pepper",369
"crumbs, soup",41
"crumbs, vegetables",1
"oil, pasta",339
"oil, soup",74
"oil, vegetables",28
"onion, pasta",271
"parsley, pasta",128
"parsley, vegetables",10
"pasta, pepper",388
"pasta, soup",23
"pasta, vegetables",7
"soup, vegetables",20
"basil, cloves",178
"basil, juice",89
"basil, mushrooms",84
"basil, slices",16
"basil, strips",22
"basil, zucchinis",6
"cloves, slices",27
"cloves, strips",65
"cloves, zucchinis",1
"juice, mushrooms",72
"juice, slices",22
"juice, strips",37
"juice, zucchinis",1
"mushrooms, slices",15
"mushrooms, strips",37
"mushrooms, zucchinis",2
"oil, slices",93
"oil, zucchinis",9
"slices, strips",6
"slices, zucchinis",1
"strips, zucchinis",1
"avocado, basil",4
"avocado, caps",1
"avocado, cheese",57
"avocado, cloves",16
"avocado, grill",2
"avocado, limes",7
"avocado, oil",67
"avocado, onion",77
"avocado, pepper",101
"avocado, peppers",15
"avocado, salt",68
"avocado, vinegar",22
"basil, caps",4
"basil, grill",1
"basil, limes",3
"basil, peppers",37
"caps, cheese",8
"caps, cloves",3
"caps, grill",1
"caps, limes",1
"caps, oil",10
"caps, onion",3
"caps, pepper",9
"caps, peppers",1
"caps, salt",5
"caps, vinegar",4
"cheese, grill",2
"cheese, limes",2
"cheese, peppers",162
"cheese, salt",993
"cheese, vinegar",139
"cloves, grill",1
"cloves, limes",18
"cloves, peppers",109
"grill, limes",1
"grill, oil",1
"grill, onion",1
"grill, pepper",3
"grill, peppers",1
"grill, salt",3
"grill, vinegar",1
"limes, oil",31
"limes, onion",26
"limes, pepper",32
"limes, peppers",10
"limes, salt",24
"limes, vinegar",4
"peppers, salt",198
"beer, eggs",3
"beer, milk",5
"beer, rings",2
"beer, strips",2
"eggs, flour",358
"eggs, milk",267
"eggs, mushrooms",74
"eggs, oil",480
"eggs, pepper",572
"eggs, rings",7
"eggs, strips",24
"flour, rings",13
"flour, strips",22
"milk, mushrooms",88
"milk, rings",10
"milk, strips",22
"mushrooms, rings",6
"pepper, strips",151
"rings, strips",10
"broth, carrot",91
"broth, garlic",297
"broth, root",50
"broth, strips",46
"broth, sugar",134
"carrot, cornstarch",25
"carrot, garlic",70
"carrot, root",16
"carrot, sauce",72
"carrot, strips",12
"carrot, sugar",49
"onion, root",96
"pepper, root",121
"basil, beef",73
"basil, cornstarch",12
"basil, garlic",193
"basil, leaves",50
"basil, lengthwise",14
"basil, stock",28
"basil, sugar",108
"basil, thyme",100
"basil, tomatoes",248
"basil, water",142
"beef, cornstarch",13
"beef, lengthwise",9
"beef, slices",5
"beef, water",199
"cornstarch, leaves",16
"cornstarch, lengthwise",3
"cornstarch, salt",164
"cornstarch, slices",12
"cornstarch, stock",29
"cornstarch, thyme",21
"cornstarch, tomatoes",19
"cornstarch, vinegar",87
"garlic, leaves",146
"garlic, lengthwise",25
"garlic, slices",31
"garlic, thyme",128
"garlic, vinegar",210
"garlic, water",453
"leaves, lengthwise",18
"leaves, mushrooms",47
"leaves, slices",18
"leaves, stock",54
"leaves, water",190
"lengthwise, mushrooms",12
"lengthwise, oil",90
"lengthwise, onion",76
"lengthwise, pepper",98
"lengthwise, salt",69
"lengthwise, slices",4
"lengthwise, stock",8
"lengthwise, sugar",31
"lengthwise, thyme",12
"lengthwise, tomatoes",28
"lengthwise, vinegar",19
"lengthwise, water",40
"mushrooms, vinegar",59
"onion, slices",67
"pepper, slices",101
"salt, slices",78
"slices, stock",13
"slices, sugar",43
"slices, thyme",13
"slices, tomatoes",28
"slices, vinegar",23
"slices, water",38
"stock, tomatoes",66
"stock, vinegar",36
"stock, water",61
"sugar, tomatoes",165
"thyme, water",163
"tomatoes, vinegar",125
"tomatoes, water",315
"vinegar, water",294
"salt, soy",79
"slices, soy",6
"soy, vinegar",72
"broth, eye",1
"broth, mix",62
"carrots, eye",1
"celery, eye",1
"celery, wine",76
"eye, flour",1
"eye, mix",1
"eye, onion",3
"eye, onions",1
"eye, paprika",1
"eye, pepper",2
"eye, potatoes",2
"eye, salt",1
"eye, wine",1
"flour, mix",37
"mix, paprika",12
"mix, wine",14
"onion, onions",156
"paprika, wine",42
"celery, peppers",49
"celery, rounds",11
"celery, seasoning",55
"halves, oil",152
"halves, parsley",35
"halves, peppers",17
"halves, rounds",1
"halves, seasoning",17
"onions, peppers",101
"onions, seasoning",37
"parsley, peppers",33
"parsley, rounds",8
"parsley, seasoning",62
"pepper, rounds",39
"peppers, rounds",4
"peppers, seasoning",27
"rounds, salt",21
"rounds, seasoning",8
"salt, seasoning",156
"bread, carrots",10
"bread, crumbles",2
"bread, eggs",47
"bread, mustard",19
"bread, potatoes",5
"bread, sage",7
"bread, sauce",18
"bread, spray",6
"bread, tm",2
"bread, tomato",23
"carrots, crumbles",1
"carrots, eggs",57
"carrots, sage",32
"carrots, spray",19
"carrots, tm",2
"carrots, tomato",75
"crumbles, eggs",1
"crumbles, milk",3
"crumbles, mustard",4
"crumbles, oil",5
"crumbles, onion",6
"crumbles, pepper",13
"crumbles, potatoes",1
"crumbles, sage",1
"crumbles, salt",9
"crumbles, sauce",5
"crumbles, spray",1
"crumbles, tm",1
"crumbles, tomato",2
"eggs, mustard",97
"eggs, onion",374
"eggs, potatoes",141
"eggs, sage",16
"eggs, salt",557
"eggs, sauce",134
"eggs, spray",80
"eggs, tm",1
"eggs, tomato",48
"milk, mustard",51
"milk, sage",14
"milk, sauce",112
"milk, spray",66
"milk, tm",2
"milk, tomato",31
"mustard, sage",16
"mustard, sauce",107
"mustard, spray",28
"mustard, tm",5
"mustard, tomato",20
"oil, sage",77
"oil, spray",127
"oil, tm",2
"onion, sage",91
"onion, spray",151
"onion, tm",4
"onion, tomato",377
"pepper, sage",140
"pepper, spray",248
"pepper, tm",5
"potatoes, sage",17
"potatoes, spray",31
"potatoes, tm",3
"potatoes, tomato",62
"sage, salt",111
"sage, sauce",13
"sage, spray",10
"sage, tm",1
"sage, tomato",3
"salt, spray",179
"salt, tm",3
"sauce, spray",71
"sauce, tm",5
"sauce, tomato",91
"spray, tm",1
"spray, tomato",20
"tm, tomato",1
"broccoli, cabbage",3
"broccoli, carrots",21
"broccoli, celery",14
"broccoli, cloves",19
"broccoli, cornstarch",10
"broccoli, cubes",8
"broccoli, oil",52
"broccoli, onions",13
"broccoli, pepper",92
"broccoli, salt",56
"broccoli, sauce",27
"broccoli, sprouts",3
"broccoli, water",33
"broccoli, zucchini",9
"cabbage, celery",57
"cabbage, cloves",49
"cabbage, cornstarch",14
"cabbage, cubes",12
"cabbage, oil",132
"cabbage, onions",54
"cabbage, pepper",175
"cabbage, salt",133
"cabbage, sauce",70
"cabbage, sprouts",10
"cabbage, water",107
"cabbage, zucchini",7
"carrots, cornstarch",52
"carrots, sprouts",15
"celery, cornstarch",31
"celery, sprouts",8
"celery, zucchini",25
"cloves, cubes",105
"cloves, sprouts",21
"cornstarch, cubes",29
"cornstarch, sprouts",9
"cornstarch, zucchini",11
"cubes, sprouts",9
"cubes, water",117
"cubes, zucchini",16
"oil, sprouts",62
"onions, sprouts",27
"pepper, sprouts",40
"salt, sprouts",25
"sauce, sprouts",46
"sauce, zucchini",42
"sprouts, water",26
"sprouts, zucchini",3
"water, zucchini",62
"broth, choy",11
"broth, noodles",67
"broth, peas",107
"broth, zucchini",53
"choy, cornstarch",7
"choy, garlic",6
"choy, noodles",9
"choy, oil",19
"choy, onion",9
"choy, peas",5
"choy, sauce",17
"choy, strips",4
"choy, sugar",13
"choy, zucchini",1
"cornstarch, noodles",22
"cornstarch, peas",36
"garlic, noodles",80
"garlic, peas",73
"garlic, zucchini",60
"noodles, oil",165
"noodles, onion",163
"noodles, peas",25
"noodles, sauce",117
"noodles, strips",23
"noodles, sugar",80
"noodles, zucchini",14
"oil, peas",213
"onion, peas",220
"peas, sauce",75
"peas, strips",18
"peas, sugar",53
"peas, zucchini",10
"strips, zucchini",9
"sugar, zucchini",48
"asparagus, broth",12
"asparagus, garlic",13
"asparagus, margarine",2
"asparagus, mushrooms",11
"asparagus, oil",41
"asparagus, onion",25
"asparagus, pepper",45
"asparagus, rice",5
"asparagus, root",1
"asparagus, seeds",1
"asparagus, soy",1
"broth, margarine",7
"broth, rice",218
"broth, seeds",33
"garlic, margarine",13
"garlic, rice",183
"margarine, mushrooms",7
"margarine, oil",13
"margarine, onion",31
"margarine, pepper",31
"margarine, rice",6
"margarine, root",3
"margarine, seeds",2
"margarine, soy",2
"mushrooms, rice",66
"mushrooms, root",22
"mushrooms, seeds",17
"mushrooms, soy",32
"oil, rice",474
"onion, rice",465
"pepper, rice",514
"rice, root",24
"rice, seeds",45
"rice, soy",46
"butt, carrots",1
"butt, mushrooms",1
"butt, onion",4
"butt, pepper",11
"butt, potatoes",2
"butter, cornstarch",68
"butter, cumin",73
"butter, half",89
"butter, juice",288
"butter, leaf",52
"butter, masala",16
"butter, paste",37
"butter, puree",7
"butter, shallot",41
"butter, size",24
"butter, yogurt",18
"cornstarch, cumin",12
"cornstarch, half",11
"cornstarch, juice",62
"cornstarch, leaf",5
"cornstarch, masala",1
"cornstarch, paste",13
"cornstarch, puree",1
"cornstarch, shallot",2
"cornstarch, size",15
"cornstarch, yogurt",1
"cumin, half",15
"cumin, leaf",32
"cumin, onion",473
"cumin, puree",5
"cumin, shallot",2
"cumin, size",10
"half, juice",28
"half, leaf",7
"half, masala",2
"half, oil",67
"half, onion",97
"half, paste",6
"half, pepper",154
"half, puree",2
"half, shallot",4
"half, size",2
"half, water",41
"half, yogurt",5
"juice, leaf",25
"juice, onion",490
"juice, puree",5
"juice, shallot",23
"juice, size",14
"juice, water",241
"leaf, masala",6
"leaf, puree",2
"leaf, shallot",5
"leaf, size",5
"leaf, water",111
"leaf, yogurt",5
"masala, onion",37
"masala, puree",2
"masala, shallot",1
"masala, size",5
"masala, water",24
"oil, puree",27
"oil, shallot",63
"oil, size",93
"onion, puree",20
"onion, shallot",10
"onion, size",66
"onion, yogurt",45
"paste, puree",3
"paste, shallot",4
"paste, size",8
"paste, water",107
"pepper, puree",19
"pepper, shallot",79
"pepper, size",94
"puree, shallot",1
"puree, size",1
"puree, water",14
"puree, yogurt",2
"shallot, size",2
"shallot, water",15
"shallot, yogurt",2
"size, water",54
"size, yogurt",3
"water, yogurt",22
"broth, ginger",83
"broth, lemon",44
"broth, sprinkling",1
"broth, tips",5
"garlic, lemon",57
"garlic, sprinkling",1
"garlic, tips",4
"ginger, lemon",12
"ginger, rice",39
"ginger, sauce",174
"ginger, sprinkling",1
"ginger, tips",3
"lemon, oil",178
"lemon, onion",92
"lemon, pepper",203
"lemon, rice",19
"lemon, sauce",24
"lemon, sprinkling",1
"lemon, tips",1
"oil, sprinkling",1
"oil, tips",11
"onion, sprinkling",1
"onion, tips",9
"pepper, sprinkling",1
"pepper, tips",11
"rice, sauce",192
"rice, sprinkling",1
"rice, tips",2
"sauce, sprinkling",1
"sauce, tips",13
"sprinkling, tips",1
"crumbs, egg",167
"crumbs, flour",115
"crumbs, frying",17
"crumbs, halves",33
"crumbs, milk",106
"crumbs, paprika",36
"crumbs, salt",246
"egg, frying",15
"egg, halves",16
"egg, paprika",26
"flour, frying",36
"frying, halves",3
"frying, milk",9
"frying, paprika",6
"frying, pepper",44
"frying, salt",32
"halves, paprika",23
"milk, paprika",53
"crackers, egg",16
"crackers, flakes",7
"crackers, flour",18
"crackers, halves",3
"crackers, oil",18
"crackers, pepper",41
"crackers, salt",25
"egg, flakes",32
"flakes, flour",39
"flakes, halves",25
"breast, cheese",50
"breast, cream",18
"breast, margarine",2
"breast, onion",56
"breast, peppers",12
"breast, soup",9
"breast, tortillas",5
"cheese, margarine",29
"cheese, tortillas",85
"cream, margarine",11
"cream, peppers",52
"cream, tortillas",47
"margarine, peppers",2
"margarine, soup",5
"margarine, tortillas",1
"onion, tortillas",94
"peppers, soup",27
"peppers, tortillas",23
"soup, tortillas",6
"butter, chili",25
"chili, halves",14
"chili, juice",31
"chili, masala",5
"chili, oil",106
"chili, paste",11
"chili, salt",124
"chili, yogurt",2
"halves, juice",53
"halves, masala",2
"halves, paste",6
"halves, yogurt",6
"broth, chachere",8
"broth, halves",67
"chachere, halves",1
"chachere, oil",8
"chachere, salt",6
"almonds, celery",25
"almonds, juice",24
"almonds, mayonnaise",17
"almonds, meat",11
"celery, juice",119
"celery, mayonnaise",128
"celery, meat",63
"juice, mayonnaise",110
"juice, meat",26
"mayonnaise, meat",23
"mayonnaise, pepper",305
"buttermilk, chicken",2
"buttermilk, flour",50
"buttermilk, oil",27
"buttermilk, paprika",3
"buttermilk, pepper",19
"chicken, flour",35
"chicken, oil",95
"chicken, paprika",18
"chicken, pepper",155
"basil, eggs",42
"basil, frying",2
"basil, halves",26
"cheese, cubes",62
"cheese, eggs",387
"cheese, frying",12
"cheese, halves",118
"crumbs, cubes",8
"crumbs, eggs",140
"crumbs, sauce",94
"cubes, eggs",36
"cubes, frying",2
"cubes, halves",2
"eggs, frying",24
"eggs, halves",19
"frying, oil",19
"frying, sauce",19
"halves, sauce",50
"butter, giblets",18
"giblets, leaves",6
"giblets, onion",15
"giblets, pepper",15
"crumbs, half",5
"crumbs, lemon",11
"eggs, half",19
"eggs, lemon",11
"eggs, paprika",59
"flour, half",59
"flour, lemon",22
"half, lemon",9
"half, paprika",16
"lemon, paprika",28
"basil, breast",11
"basil, noodles",40
"breast, butter",24
"breast, carrots",14
"breast, celery",16
"breast, noodles",8
"breast, pepper",77
"butter, noodles",81
"carrots, noodles",51
"celery, noodles",41
"cornstarch, egg",31
"cornstarch, thighs",15
"egg, thighs",6
"oil, thighs",107
"pepper, thighs",150
"salt, thighs",89
"sugar, thighs",35
"cornstarch, ginger",54
"garlic, thighs",38
"ginger, sugar",194
"ginger, thighs",18
"ginger, vinegar",85
"ginger, water",132
"sauce, thighs",39
"thighs, vinegar",23
"thighs, water",42
"celery, cheese",165
"celery, chicken",60
"celery, crackers",5
"celery, ranch",4
"celery, redhot",5
"cheese, chicken",77
"cheese, crackers",23
"cheese, ranch",16
"cheese, redhot",12
"chicken, crackers",3
"chicken, ranch",4
"chicken, redhot",7
"crackers, ranch",2
"crackers, redhot",2
"ranch, redhot",3
"cheese, ham",54
"cheese, spray",202
"crumbs, ham",8
"crumbs, spray",62
"halves, ham",5
"halves, spray",13
"ham, pepper",89
"ham, salt",52
"ham, spray",6
"buttermilk, sage",1
"buttermilk, salt",51
"buttermilk, thyme",2
"chicken, sage",3
"chicken, thyme",17
"paprika, sage",10
"paprika, thyme",52
"sage, thyme",74
"honey, oil",170
"honey, pepper",171
"honey, sauce",81
"cheese, florets",103
"cheese, mayonnaise",168
"cheese, mix",154
"florets, halves",10
"florets, mayonnaise",19
"florets, soup",12
"halves, mayonnaise",22
"mayonnaise, mix",17
"mayonnaise, soup",17
"halves, mustard",21
"juice, mustard",115
"cilantro, cream",57
"cilantro, husks",9
"cilantro, leaf",15
"cilantro, onion",349
"cilantro, peppers",100
"cilantro, potatoes",40
"cilantro, shoulder",8
"cilantro, stock",26
"coriander, cream",13
"coriander, garlic",39
"coriander, husks",2
"coriander, leaf",11
"coriander, leaves",20
"coriander, onion",86
"coriander, peppers",14
"coriander, potatoes",23
"coriander, shoulder",4
"coriander, stock",17
"cream, cumin",63
"cream, garlic",149
"cream, husks",2
"cream, leaf",23
"cream, leaves",35
"cream, oil",295
"cream, onions",118
"cream, potatoes",164
"cream, shoulder",6
"cream, stock",58
"cumin, garlic",163
"cumin, husks",5
"cumin, peppers",105
"cumin, potatoes",68
"cumin, shoulder",13
"cumin, stock",50
"garlic, husks",3
"garlic, peppers",94
"garlic, shoulder",20
"husks, leaf",1
"husks, leaves",1
"husks, oil",7
"husks, onion",6
"husks, onions",4
"husks, pepper",6
"husks, peppers",3
"husks, potatoes",2
"husks, salt",7
"husks, shoulder",2
"husks, stock",2
"leaf, leaves",20
"leaf, peppers",17
"leaf, potatoes",54
"leaf, shoulder",5
"leaves, peppers",36
"leaves, shoulder",9
"oil, shoulder",33
"onion, shoulder",29
"onions, shoulder",9
"pepper, shoulder",45
"peppers, potatoes",32
"peppers, shoulder",8
"peppers, stock",15
"potatoes, shoulder",11
"salt, shoulder",39
"shoulder, stock",7
"chops, garlic",44
"chops, onion",82
"chops, paprika",21
"chops, pepper",166
"chops, salt",96
"chops, sugar",59
